1,73,"Aratto Oy",2015,1,"2015-02-10",,"2015-02-17",,,"2015-02-17","huom 2014 selv. Tili",,"2.5","2015-12-31"
2,95,"As Oy Mesikukankuja 2-4",2015,1,,,,,,,,,,"2015-12-31"
3,81,"As Oy Tullirinne 1",2015,1,,,,,,,,,,"2015-12-31"
4,55,"Autoks Finland Oy",2015,1,,"2015-02-20","2015-02-20","2015-02-20",,"2015-02-20","reskontra tehty",,13,"2015-07-31"
5,22,"Automaalaamo Leinonen Oy ",2015,1,"2015-02-26",,"2015-03-03","2015-03-03",,"2015-03-03","tehty palkkajaksotus vuodelta 2014",,"2.5","2015-11-30"
6,84,"Bwsol Oy",2015,1,"2015-02-17",,"2015-02-20",,,"2015-02-20",,,2,"2015-12-31"
7,12,"Carelia Partners Oy",2015,1,"2015-02-05",,"2015-02-17","2015-02-17",,"2015-02-17",,,10,"2015-02-28"
8,30,"DT Trading Oy",2015,1,"2015-02-03",,,,,,"tehty maestrolla",,4,"2015-12-31"
9,49,"Hannehelp Oy",2015,1,"2015-02-04",,,,,,,,,"2015-06-30"
10,62,"Helsingin Hanahuolto Oy",2015,1,"2015-02-03",,,,,,"maestrolla",,5,"2015-12-31"
11,97,"JKP Yhtiöt Oy",2015,1,,,,,,,,,,"2015-12-31"
12,34,"JPS Maalaus Oy",2015,1,"2015-02-27",,"2015-03-03","2015-03-03","2015-03-03","2015-03-03","helmikuun tyel ilmoitus tehty",,4,"2015-09-30"
13,25,"K-U:n Taksipalv.Lasse Harjama",2015,1,"2015-03-03",,"2015-03-04",,,"2015-03-04","kassaseuranta aloitettu",,3,"2015-12-31"
14,83,"Kiint Oy Väärämäentie 3",2015,1,,,,,,,,,,"2015-06-30"
15,59,"Koneurakointi V.Laakso",2015,1,"2015-02-25",,"2015-03-02","2015-03-02",,"2015-03-02",,,3,"2015-12-31"
16,87,"Lakiasiantoimisto Koskinen",2015,1,"2015-02-17",,,,,,,,,"2015-12-31"
17,3,"Mansepori Oy",2015,1,"2015-02-12",,,,,,,,,"2015-02-28"
18,6,"Markkinointi-Bellezza Oy",2015,1,"2015-02-05",,,,,,,,1,"2015-03-31"
19,89,"Nove Ventures",2015,1,"2015-02-06",,"2015-02-13",,,"2015-02-13","tehty 2014 kulukorvauserittely",,4,"2015-12-31"
20,65,"OK Carpenters Oy",2015,1,"2015-03-10",,"2015-03-10",,,"2015-03-10","pyydetty verokorttia",,3,"2015-12-31"
21,7,"Previso Oy",2015,1,"2015-02-12",,,,,,,,,"2015-12-31"
22,17,"Pro Balance Oy",2015,1,"2015-02-11",,,,,,,,2,"2015-08-31"
23,5,"Rakennusliike Veli Jaakola Oy",2015,1,"2015-02-05",,"2015-02-09",,,,,,1,"2015-03-31"
24,93,"RST Remontti Oy",2015,1,"2015-02-04",,"2015-02-09",,,,,,1,"2015-12-31"
25,28,"Sampo Dive",2015,1,"2015-03-11","2015-03-11","2015-03-11",,,"2015-03-11","eu-myyntiä myöhässä",,"3.5","2015-12-31"
26,36,"Sawaxe Oy",2015,1,"2015-02-05",,,,,,"ei ilmoitettu, kaskimatti myyntilasku puuttuu",,3,"2015-06-30"
27,27,"Scanfore Oy",2015,1,"2015-02-24",,,,,,,,,"2015-12-31"
28,92,"SDR Dynamics Oy",2015,1,"2015-02-09",,"2015-02-12",,,"2015-02-12",,,"0.5","2015-12-31"
29,80,"Setora Rakennus Oy",2015,1,"2015-02-20",,"2015-02-23",,,,,,2,"2015-12-31"
30,70,"Success Solutions",2015,1,,,,,,,,,,"2015-12-31"
31,8,"Taikalinssi Oy",2015,1,"2015-02-17",,"2015-02-23",,,"2015-02-23",,,2,"2015-12-31"
32,23,"Taksipalvelu Pekka Luuk",2015,1,"2015-02-11",,"2015-02-18",,,,,,3,"2015-12-31"
33,96,"Tavarantarkastajayhd. HTT ry",2015,1,,,,,,,,,,"2015-09-30"
34,"ulko","TR Kielimatkat Oy",2015,1,,,,,,,,,,"2015-12-31"
35,90,"West-Air Services Oy",2015,1,"2015-03-04",,,,,,,,,"2015-12-31"
36,73,"Aratto Oy",2015,2,"2015-03-09",,"2015-03-17",,,"2015-03-17","helmikuun palkat ei täsmää ilmoituksen kanssa",,"2.5","2015-12-31"
37,95,"As Oy Mesikukankuja 2-4",2015,2,,,,,,,,,,"2015-12-31"
38,81,"As Oy Tullirinne 1",2015,2,,,,,,,,,,"2015-12-31"
39,55,"Autoks Finland Oy",2015,2,,,"2015-03-16","2015-03-16",,"2015-03-16",,,16,"2015-07-31"
40,22,"Automaalaamo Leinonen Oy ",2015,2,"2015-03-30",,"2015-03-30","2015-03-30",,"2015-03-30","ei palkanmaksua maaliskuu",,"1.5","2015-11-30"
41,84,"Bwsol Oy",2015,2,,,"2015-03-19",,,"2015-04-08","alv-ilm lähetetään tilinpääksen kanssa?",,2,"2015-12-31"
42,12,"Carelia Partners Oy",2015,2,"2015-03-10",,"2015-03-24","2015-03-24",,"2015-03-24",,,10,"2015-02-28"
43,30,"DT Trading Oy",2015,2,"2015-03-03",,"2015-03-23","2015-03-23",,"2015-03-23",,,3,"2015-12-31"
44,49,"Hannehelp Oy",2015,2,,,,,,,,,,"2015-06-30"
45,62,"Helsingin Hanahuolto Oy",2015,2,,,,,,,,,,"2015-12-31"
46,97,"JKP Yhtiöt Oy",2015,2,,,"2015-04-07","2015-04-07",,"2015-04-07",,,3,"2015-12-31"
47,34,"JPS Maalaus Oy",2015,2,"2015-03-26",,"2015-03-27","2015-03-27","2015-03-27","2015-03-27","markkinointikuluselvitys, tyel maaliskuu tehty",,5,"2015-09-30"
48,25,"K-U:n Taksipalv.Lasse Harjama",2015,2,"2015-03-03",,"2015-03-09",,,"2015-03-09",,,2,"2015-12-31"
49,83,"Kiint Oy Väärämäentie 3",2015,2,,,,,,,,,,"2015-06-30"
50,59,"Koneurakointi V.Laakso",2015,2,"2015-03-30",,"2015-04-09","2015-04-08",,"2015-04-09","puuttuu myyntilaskuja, ei toimitettu",,"4.5","2015-12-31"
51,87,"Lakiasiantoimisto Koskinen",2015,2,,,,,,,,,,"2015-12-31"
52,3,"Mansepori Oy",2015,2,,,,,,,,,,"2015-02-28"
53,6,"Markkinointi-Bellezza Oy",2015,2,"2015-03-04",,"2015-03-09","2015-03-09",,"2015-03-09",,,"1.5","2015-03-31"
54,89,"Nove Ventures",2015,2,"2015-03-06","2015-03-09","2015-03-09",,,"2015-03-09",,,1,"2015-12-31"
55,65,"OK Carpenters Oy",2015,2,,,"2015-03-17","2015-04-08",,"2015-04-08","Palkat maaliskuulle? Ennakoita",,"1.5","2015-12-31"
56,7,"Previso Oy",2015,2,"2015-03-12",,,,,,,,,"2015-12-31"
57,17,"Pro Balance Oy",2015,2,"2015-03-06","2015-03-30","2015-03-30",,,"2015-03-30","EU-ilmoitus tehty myöhässä",,2,"2015-08-31"
58,5,"Rakennusliike Veli Jaakola Oy",2015,2,"2015-03-09",,"2015-03-25","2015-04-08",,"2015-04-08",,,"1.5","2015-03-31"
59,93,"RST Remontti Oy",2015,2,"2015-03-04",,"2015-03-09","2015-04-08",,"2015-04-08",,,"1.5","2015-12-31"
60,28,"Sampo Dive",2015,2,"2015-04-10","2015-04-13","2015-04-13",,,"2015-04-13",,,"4.5","2015-12-31"
61,36,"Sawaxe Oy",2015,2,"2015-03-02",,"2015-04-07","2015-04-07",,"2015-04-07",,,"3.5","2015-06-30"
62,27,"Scanfore Oy",2015,2,"2015-04-10",,,,,,,,,"2015-12-31"
63,92,"SDR Dynamics Oy",2015,2,,,"2015-03-05",,,"2015-03-05",,,1,"2015-12-31"
64,80,"Setora Rakennus Oy",2015,2,,,"2015-03-25","2015-03-25",,,,,"2.5","2015-12-31"
65,70,"Success Solutions",2015,2,,,,,,,,,,"2015-12-31"
66,8,"Taikalinssi Oy",2015,2,,,"2015-03-17",,,"2015-04-02","palkkajaksotus maaliskuulle?",,"1.5","2015-12-31"
67,23,"Taksipalvelu Pekka Luuk",2015,2,,,"2015-03-10","2015-03-23",,"2015-04-02",,,"3.5","2015-12-31"
68,96,"Tavarantarkastajayhd. HTT ry",2015,2,,,,,,,,,,"2015-09-30"
69,"ulko","TR Kielimatkat Oy",2015,2,,,,,,,,,,"2015-12-31"
70,90,"West-Air Services Oy",2015,2,"2015-03-04",,,,,,,,,"2015-12-31"
71,73,"Aratto Oy",2015,3,"2015-04-15",,"2015-04-27",,,"2015-04-27",,,4,"2015-12-31"
72,95,"As Oy Mesikukankuja 2-4",2015,3,,,,,,,,,,"2015-12-31"
73,81,"As Oy Tullirinne 1",2015,3,,,,,,,,,,"2015-12-31"
74,55,"Autoks Finland Oy",2015,3,,"2015-04-07","2015-05-07","2015-05-07",,"2015-05-07","20.3.2015 siirto maestroon 6h",,23,"2015-07-31"
75,22,"Automaalaamo Leinonen Oy ",2015,3,"2015-04-20",,"2015-04-22",,,"2015-04-22",,,"2.5","2015-11-30"
76,84,"Bwsol Oy",2015,3,"2015-04-08",,"2015-04-10",,,"2015-04-10",,,2,"2015-12-31"
77,12,"Carelia Partners Oy",2015,3,"2015-04-22",,"2015-05-06","2015-05-06",,"2015-05-06",,,12,"2015-02-28"
78,30,"DT Trading Oy",2015,3,"2015-04-02",,"2015-04-23","2015-04-23",,"2015-04-23","ei palkanmaksua",,3,"2015-12-31"
79,49,"Hannehelp Oy",2015,3,"2015-04-13",,,,,,,,,"2015-06-30"
80,62,"Helsingin Hanahuolto Oy",2015,3,,,,,,,"odottaa palkkoja",,4,"2015-12-31"
81,97,"JKP Yhtiöt Oy",2015,3,"2015-04-14",,"2015-04-22",,,"2015-04-22",,,3,"2015-12-31"
82,34,"JPS Maalaus Oy",2015,3,"2015-04-21",,"2015-04-27","2015-04-27",,"2015-04-27","Sopimus irtisanomiset tehty",,9,"2015-09-30"
83,25,"K-U:n Taksipalv.Lasse Harjama",2015,3,"2015-04-08",,"2015-04-10",,,"2015-04-10",,,3,"2015-12-31"
84,83,"Kiint Oy Väärämäentie 3",2015,3,,,,,,,,,,"2015-06-30"
85,59,"Koneurakointi V.Laakso",2015,3,"2015-05-05",,"2015-05-05","2015-05-05",,"2015-05-06",,,3,"2015-12-31"
86,87,"Lakiasiantoimisto Koskinen",2015,3,"2015-04-23",,,,,,,,,"2015-12-31"
87,3,"Mansepori Oy",2015,3,"2015-04-23",,,,,,,,,"2015-02-28"
88,6,"Markkinointi-Bellezza Oy",2015,3,"2015-04-08",,"2015-04-16","2015-04-16",,"2015-04-16",,,"1.5","2015-03-31"
89,89,"Nove Ventures",2015,3,"2015-04-10","2015-04-13","2015-04-13",,,"2015-04-13",,,"1.5","2015-12-31"
90,65,"OK Carpenters Oy",2015,3,"2015-04-09",,"16.4.2015",,,,"Kysytty palkkoja spostilla",,"2.5","2015-12-31"
91,7,"Previso Oy",2015,3,,,"2015-05-07",,,"2015-05-07",,,3,"2015-12-31"
92,17,"Pro Balance Oy",2015,3,"2015-04-09","2015-04-17","2015-04-17",,,"2015-04-17",,,2,"2015-08-31"
93,5,"Rakennusliike Veli Jaakola Oy",2015,3,"2015-04-08",,"2015-04-24",,,,,,3,"2015-03-31"
94,93,"RST Remontti Oy",2015,3,"2015-04-08",,"2015-04-16","2015-05-07",,"2015-05-07",,,1,"2015-12-31"
95,28,"Sampo Dive",2015,3,"2015-05-05",,"2015-05-05",-0,,"2015-05-05",,,4,"2015-12-31"
96,36,"Sawaxe Oy",2015,3,"2015-04-07",,"2015-05-06","2015-05-06",,"2015-05-06",,,7,"2015-06-30"
97,27,"Scanfore Oy",2015,3,"2015-04-10",,,,,,,,,"2015-12-31"
98,92,"SDR Dynamics Oy",2015,3,"2015-04-10",,"2015-04-20","2015-04-20",,"2015-04-20",,,2,"2015-12-31"
99,80,"Setora Rakennus Oy",2015,3,"2015-04-16",,"2015-04-21","2015-04-21",,"2015-04-21",,,3,"2015-12-31"
100,70,"Success Solutions",2015,3,"2015-04-14",,,,,,,,,"2015-12-31"
101,8,"Taikalinssi Oy",2015,3,"2015-04-17",,"2015-04-23",,,"2015-04-23",,,2,"2015-12-31"
102,23,"Taksipalvelu Pekka Luuk",2015,3,"2015-05-06",,"7.5.2015",,,"2015-04-16",,,3,"2015-12-31"
103,96,"Tavarantarkastajayhd. HTT ry",2015,3,,,,,,,,,,"2015-09-30"
104,"ulko","TR Kielimatkat Oy",2015,3,,,,,,,,,,"2015-12-31"
105,90,"West-Air Services Oy",2015,3,"2015-04-02",,,,,,,,,"2015-12-31"
106,73,"Aratto Oy",2015,4,,,"2015-05-26",,,"2015-05-26",,,"3.5","2015-12-31"
107,95,"As Oy Mesikukankuja 2-4",2015,4,,,,,,,,,,"2015-12-31"
108,81,"As Oy Tullirinne 1",2015,4,,,,,,,,,,"2015-12-31"
109,55,"Autoks Finland Oy",2015,4,,"2015-05-20",,,,,"EU-ilmoitus OK",,16,"2015-07-31"
110,22,"Automaalaamo Leinonen Oy ",2015,4,"2015-05-22",,"2015-05-27","2015-05-27",,"2015-05-27","Ei palkanmaksua",,"2.5","2015-11-30"
111,84,"Bwsol Oy",2015,4,"2015-05-05",,"2015-05-06",,,"2015-05-06",,,2,"2015-12-31"
112,12,"Carelia Partners Oy",2015,4,"2015-05-21",,,,,,,,10,"2015-02-28"
113,30,"DT Trading Oy",2015,4,"2015-05-06",,,,,,,,3,"2015-12-31"
114,49,"Hannehelp Oy",2015,4,,,,,,,,,,"2015-06-30"
115,62,"Helsingin Hanahuolto Oy",2015,4,"2015-05-18",,,,,,,,6,"2015-12-31"
116,97,"JKP Yhtiöt Oy",2015,4,"2015-05-15",,"2015-05-29",,,"2015-05-29",,,4,"2015-12-31"
117,34,"JPS Maalaus Oy",2015,4,,,,,,,,,,"2015-09-30"
118,25,"K-U:n Taksipalv.Lasse Harjama",2015,4,"2015-05-05",,"2015-05-08",,,"2015-05-08",,,3,"2015-12-31"
119,83,"Kiint Oy Väärämäentie 3",2015,4,,,,,,,,,,"2015-06-30"
120,59,"Koneurakointi V.Laakso",2015,4,"2015-05-05",,"2015-05-21","2015-05-21",,"2015-05-21",,,3,"2015-12-31"
121,87,"Lakiasiantoimisto Koskinen",2015,4,"2015-05-29",,,,,,,,,"2015-12-31"
122,3,"Mansepori Oy",2015,4,,,,,,,,,,"2015-02-28"
123,6,"Markkinointi-Bellezza Oy",2015,4,"2015-05-07",,"2015-05-21","2015-05-21",,"2015-05-21",,,"1.5","2015-03-31"
124,89,"Nove Ventures",2015,4,"2015-05-12","2015-05-19","2015-05-19",,,"2015-05-19","EU-ilmoitus OK",,1,"2015-12-31"
125,65,"OK Carpenters Oy",2015,4,,,,,,,,,,"2015-12-31"
126,7,"Previso Oy",2015,4,"2015-05-12",,"2015-05-25",,,"2015-05-25","palkat ilmoittamatta",,3,"2015-12-31"
127,17,"Pro Balance Oy",2015,4,"2015-05-12","2015-05-20","2015-05-20",,,"2015-05-20","EU-ilmoitus OK",,2,"2015-08-31"
128,5,"Rakennusliike Veli Jaakola Oy",2015,4,"2015-05-07",,"2015-05-27",,,,,,2,"2015-03-31"
129,93,"RST Remontti Oy",2015,4,"2015-05-06",,"2015-05-21",,,,,,"0.5","2015-12-31"
130,28,"Sampo Dive",2015,4,,,,,,,,,,"2015-12-31"
131,36,"Sawaxe Oy",2015,4,,,,,,,,,"4.5","2015-06-30"
132,27,"Scanfore Oy",2015,4,,,,,,,,,,"2015-12-31"
133,92,"SDR Dynamics Oy",2015,4,"2015-05-06",,"2015-05-11","2015-05-11",,"2015-05-11",,,"2.5","2015-12-31"
134,80,"Setora Rakennus Oy",2015,4,"2015-05-18",,"2015-05-26","2015-05-26",,"2015-05-26",,,"2.5","2015-12-31"
135,70,"Success Solutions",2015,4,"2015-05-12",,,,,,,,,"2015-12-31"
136,8,"Taikalinssi Oy",2015,4,"2015-05-18",,"2015-05-22",,,"2015-05-22",,,"1.5","2015-12-31"
137,23,"Taksipalvelu Pekka Luuk",2015,4,"2015-05-06",,"25.5.2015",,,"25.5.2015",,,3,"2015-12-31"
138,96,"Tavarantarkastajayhd. HTT ry",2015,4,,,,,,,,,,"2015-09-30"
139,"ulko","TR Kielimatkat Oy",2015,4,,,,,,,,,,"2015-12-31"
140,90,"West-Air Services Oy",2015,4,"2015-05-07",,,,,,,,,"2015-12-31"
